Picture1,Picture2,Distance
2IMG_2333.jpg,1IMG_2340.jpg,0.7472432751968501
2IMG_2333.jpg,1IMG_2354.jpg,0.6605632110503474
2IMG_2333.jpg,2IMG_2119.jpg,0.710085287673709
2IMG_2333.jpg,2IMG_2131.jpg,0.558769694845838
2IMG_2333.jpg,2IMG_2092.jpg,0.6642275251606954
2IMG_2333.jpg,5IMG_2288.jpg,0.5637989412974269
2IMG_2333.jpg,5IMG_2277.jpg,0.805445155117941
2IMG_2333.jpg,2IMG_2290.jpg,0.7423378874557038
2IMG_2333.jpg,2IMG_2291.jpg,0.692663053457721
2IMG_2333.jpg,2IMG_2285.jpg,0.6573991371073988
2IMG_2333.jpg,5IMG_2276.jpg,0.7476164083108334
2IMG_2333.jpg,1IMG_2235.jpg,0.6995310531511952
2IMG_2333.jpg,2IMG_2130.jpg,0.6407159939304341
2IMG_2333.jpg,1IMG_2341.jpg,0.2541329217035504
2IMG_2333.jpg,2IMG_2332.jpg,0.6706518158739418
2IMG_2333.jpg,2IMG_2324.jpg,0.7472350222659014
2IMG_2333.jpg,2IMG_2330.jpg,0.7357350580772867
2IMG_2333.jpg,1IMG_2196.jpg,0.7099515690354032
2IMG_2333.jpg,1IMG_2343.jpg,0.7542157148711004
2IMG_2333.jpg,2IMG_2132.jpg,0.5787325949763138
2IMG_2333.jpg,2IMG_2091.jpg,0.6040806154059859
2IMG_2333.jpg,2IMG_2278.jpg,0.7343545975115202
2IMG_2333.jpg,2IMG_2287.jpg,0.6452070834082694
2IMG_2333.jpg,2IMG_2286.jpg,0.670442477271479
2IMG_2333.jpg,2IMG_2133.jpg,0.6081138147541049
2IMG_2333.jpg,2IMG_2127.jpg,0.7111775009425849
2IMG_2333.jpg,1IMG_2342.jpg,0.8018059093588183
2IMG_2333.jpg,2IMG_2331.jpg,0.6688225270110812
2IMG_2333.jpg,1IMG_2168.jpg,0.7003781476097848
2IMG_2333.jpg,0IMG_2260.jpg,0.57750681278741
2IMG_2333.jpg,2IMG_2335.jpg,0.5836453761892079
2IMG_2333.jpg,0IMG_2274.jpg,0.5395806730783914
2IMG_2333.jpg,2IMG_2123.jpg,0.2626329142689576
2IMG_2333.jpg,1IMG_2352.jpg,0.5870556380360257
2IMG_2333.jpg,1IMG_2346.jpg,0.6378166654054692
2IMG_2333.jpg,0IMG_2089.jpg,0.7403383890947624
2IMG_2333.jpg,0IMG_2116.jpg,0.6976132467150831
2IMG_2333.jpg,0IMG_2102.jpg,0.7103239438304051
2IMG_2333.jpg,2IMG_2094.jpg,0.6006029066471303
2IMG_2333.jpg,0IMG_2314.jpg,0.7441719528407431
2IMG_2333.jpg,0IMG_2300.jpg,0.7445676522037075
2IMG_2333.jpg,0IMG_2328.jpg,0.6782708524084117
2IMG_2333.jpg,2IMG_2296.jpg,0.7427536961041723
2IMG_2333.jpg,2IMG_2297.jpg,0.7265503165480793
2IMG_2333.jpg,0IMG_2315.jpg,0.6115644860802585
2IMG_2333.jpg,2IMG_2095.jpg,0.5925081424594265
2IMG_2333.jpg,1IMG_2233.jpg,0.6835775481959795
2IMG_2333.jpg,0IMG_2117.jpg,0.5675789119653167
2IMG_2333.jpg,0IMG_2088.jpg,0.7185967301298686
2IMG_2333.jpg,1IMG_2347.jpg,0.5851763399042773
2IMG_2333.jpg,1IMG_2353.jpg,0.6620476518631813
2IMG_2333.jpg,2IMG_2122.jpg,0.7521867700195871
2IMG_2333.jpg,1IMG_2186.jpg,0.551437402828343
2IMG_2333.jpg,0IMG_2275.jpg,0.7606425055781123
2IMG_2333.jpg,2IMG_2334.jpg,0.7765011151014333
2IMG_2333.jpg,0IMG_2261.jpg,0.7034703353723109
2IMG_2333.jpg,2IMG_2336.jpg,0.362858316009848
2IMG_2333.jpg,0IMG_2277.jpg,0.6253467515391806
2IMG_2333.jpg,0IMG_2288.jpg,0.7369892017632805
2IMG_2333.jpg,1IMG_2190.jpg,0.6704159184550568
2IMG_2333.jpg,3IMG_2238.jpg,0.35112594458171986
2IMG_2333.jpg,1IMG_2345.jpg,0.7879432579072287
2IMG_2333.jpg,1IMG_2351.jpg,0.5908679258126405
2IMG_2333.jpg,0IMG_2101.jpg,0.7141503028109187
2IMG_2333.jpg,0IMG_2115.jpg,0.6428515429497548
2IMG_2333.jpg,1IMG_2231.jpg,0.795573233696486
2IMG_2333.jpg,0IMG_2129.jpg,0.7641813809870575
2IMG_2333.jpg,4IMG_2340.jpg,0.5979907762128601
